Surface,Round,Winner,Loser,WRank,LRank,WPts,LPts,Year,Fit
Hard,2nd Round,Kenin S.,Barty A.,29,1,1820,6605,2019,1
Hard,2nd Round,Bertens K.,Di Lorenzo F.,5,152,5130,398,2019,1
Hard,2nd Round,Bouzkova M.,Stephens S.,91,8,668,3773,2019,1
Hard,2nd Round,Yastremska D.,Azarenka V.,33,39,1619,1335,2019,1
Hard,2nd Round,Pliskova Ka.,Riske A.,3,37,6055,1437,2019,1
Hard,2nd Round,Kontaveit A.,Suarez Navarro C.,19,26,2335,1941,2019,1
Hard,2nd Round,Bencic B.,Goerges J.,12,25,2963,1955,2019,1
Hard,2nd Round,Svitolina E.,Siniakova K.,7,41,4737,1316,2019,1
Hard,2nd Round,Halep S.,Brady J.,4,76,5933,761,2019,1
Hard,2nd Round,Ostapenko J.,Pavlyuchenkova A.,82,44,716,1185,2019,1
Hard,2nd Round,Alexandrova E.,Zhang S.,48,35,1133,1535,2019,1
Hard,2nd Round,Andreescu B.,Kasatkina D.,27,40,1937,1325,2019,1
Hard,2nd Round,Osaka N.,Maria T.,2,74,6228,796,2019,1
Hard,2nd Round,Kuznetsova S.,Vekic D.,198,24,306,1955,2019,1
Hard,2nd Round,Williams S.,Mertens E.,10,20,3410,2180,2019,1
Hard,2nd Round,Swiatek I.,Wozniacki C.,65,18,877,2478,2019,1
Hard,3rd Round,Kenin S.,Yastremska D.,29,33,1820,1619,2019,1
Hard,3rd Round,Pliskova Ka.,Kontaveit A.,3,19,6055,2335,2019,1
Hard,3rd Round,Svitolina E.,Bencic B.,7,12,4737,2963,2019,1
Hard,3rd Round,Andreescu B.,Bertens K.,27,5,1937,5130,2019,1
Hard,3rd Round,Williams S.,Alexandrova E.,10,48,3410,1133,2019,1
Hard,3rd Round,Osaka N.,Swiatek I.,2,65,6228,877,2019,1
Hard,Quarterfinals,Kenin S.,Svitolina E.,29,7,1820,4737,2019,1
Hard,Quarterfinals,Williams S.,Osaka N.,10,2,3410,6228,2019,1
Hard,Quarterfinals,Bouzkova M.,Halep S.,91,4,668,5933,2019,1
Hard,Semifinals,Williams S.,Bouzkova M.,10,91,3410,668,2019,1
Hard,The Final,Andreescu B.,Williams S.,27,10,1937,3410,2019,1
Hard,1st Round,Mertens E.,Mcnally C.,23,121,2050,513,2019,1
Hard,1st Round,Putintseva Y.,Ostapenko J.,42,75,1315,820,2019,1
Hard,1st Round,Sasnovich A.,Sharma A.,47,99,1151,623,2019,1
Hard,1st Round,Williams V.,Davis L.,65,69,882,839,2019,1
Hard,1st Round,Kudermetova V.,Pera B.,57,66,986,876,2019,1
Hard,1st Round,Sakkari M.,Giorgi C.,33,51,1670,1063,2019,1
Hard,1st Round,Sabalenka A.,Martic P.,9,21,3565,2156,2019,1
Hard,1st Round,Swiatek I.,Garcia C.,55,25,1012,1975,2019,1
Hard,1st Round,Kuznetsova S.,Sevastova A.,153,11,411,3167,2019,1
Hard,1st Round,Sharapova M.,Riske A.,97,37,636,1507,2019,1
Hard,1st Round,Yastremska D.,Wozniacki C.,32,19,1699,2537,2019,1
Hard,1st Round,Alexandrova E.,Suarez Navarro C.,43,29,1243,1866,2019,1
Hard,1st Round,Azarenka V.,Bencic B.,40,12,1335,3008,2019,1
Hard,1st Round,Zheng S.,Kuzmova V.,39,49,1360,1105,2019,1
Hard,1st Round,Vekic D.,Siniakova K.,26,38,1955,1375,2019,1
Hard,1st Round,Kontaveit A.,Kerber A.,20,13,2380,2875,2019,1
Hard,1st Round,Brady J.,Jabeur O.,70,61,831,945,2019,1
Hard,1st Round,Keys M.,Muguruza G.,18,27,2557,1920,2019,1
Hard,1st Round,Hsieh S.W.,Wang Q.,30,17,1780,2647,2019,1
Hard,1st Round,Wang Yaf.,Puig M.,52,44,1045,1190,2019,1
Hard,1st Round,Kasatkina D.,Strycova B.,41,31,1325,1750,2019,1
Hard,1st Round,Kenin S.,Goerges J.,22,28,2140,1910,2019,1
Hard,1st Round,Diyas Z.,Pegula J.,80,56,750,1010,2019,1
Hard,2nd Round,Williams V.,Bertens K.,65,5,882,5120,2019,1
Hard,2nd Round,Sakkari M.,Kvitova P.,33,6,1670,4780,2019,1
Hard,2nd Round,Peterson R.,Kudermetova V.,74,57,820,986,2019,1
Hard,2nd Round,Sabalenka A.,Zheng S.,9,39,3565,1360,2019,1
Hard,2nd Round,Svitolina E.,Mertens E.,7,23,4577,2050,2019,1
Hard,2nd Round,Vekic D.,Azarenka V.,26,40,1955,1335,2019,1
Hard,2nd Round,Pliskova Ka.,Wang Yaf.,3,52,6185,1045,2019,1
Hard,2nd Round,Kontaveit A.,Swiatek I.,20,55,2380,1012,2019,1
Hard,2nd Round,Barty A.,Sharapova M.,2,97,6256,636,2019,1
Hard,2nd Round,Hsieh S.W.,Brady J.,30,70,1780,831,2019,1
Hard,2nd Round,Osaka N.,Sasnovich A.,1,47,6417,1151,2019,1
Hard,2nd Round,Kuznetsova S.,Yastremska D.,153,32,411,1699,2019,1
Hard,2nd Round,Keys M.,Kasatkina D.,18,41,2557,1325,2019,1
Hard,2nd Round,Kenin S.,Diyas Z.,22,80,2140,750,2019,1
Hard,2nd Round,Stephens S.,Putintseva Y.,10,42,3189,1315,2019,1
Hard,3rd Round,Barty A.,Kontaveit A.,2,20,6256,2380,2019,1
Hard,3rd Round,Sakkari M.,Sabalenka A.,33,9,1670,3565,2019,1
Hard,3rd Round,Williams V.,Vekic D.,65,26,882,1955,2019,1
Hard,3rd Round,Pliskova Ka.,Peterson R.,3,74,6185,820,2019,1
Hard,3rd Round,Osaka N.,Hsieh S.W.,1,30,6417,1780,2019,1
Hard,3rd Round,Kuznetsova S.,Stephens S.,153,10,411,3189,2019,1
Hard,3rd Round,Keys M.,Halep S.,18,4,2557,5223,2019,1
Hard,Quarterfinals,Barty A.,Sakkari M.,2,33,6256,1670,2019,1
Hard,Quarterfinals,Kenin S.,Osaka N.,22,1,2140,6417,2019,1
Hard,Semifinals,Kuznetsova S.,Barty A.,153,2,411,6256,2019,1
Hard,Semifinals,Keys M.,Kenin S.,18,22,2557,2140,2019,1
Hard,The Final,Keys M.,Kuznetsova S.,18,153,2557,411,2019,1
Hard,1st Round,Pera B.,Kudermetova V.,69,51,869,1074,2019,1
Hard,1st Round,Siniakova K.,Wang Yaf.,38,50,1375,1080,2019,1
Hard,1st Round,Potapova A.,Van Uytvanck A.,76,66,817,895,2019,1
Hard,1st Round,Zhu L.,Putintseva Y.,131,39,475,1355,2019,1
Hard,1st Round,Giorgi C.,Gasparyan M.,58,60,1004,969,2019,1
Hard,1st Round,Ahn K.,Teichmann J.,152,59,412,974,2019,1
Hard,1st Round,Muchova K.,Kuzmova V.,47,54,1139,1045,2019,1
Hard,1st Round,Sasnovich A.,Hercog P.,45,56,1181,1029,2019,1
Hard,1st Round,Blinkova A.,Vandeweghe C.,93,466,664,79,2019,1
Hard,1st Round,Buzarnescu M.,Siegemund L.,136,90,457,675,2019,1
Hard,1st Round,Linette M.,Kanepi K.,80,83,768,716,2019,1
Hard,1st Round,Ferro F.,Golubic V.,72,73,827,826,2019,1
Hard,2nd Round,Pera B.,Strycova B.,69,32,869,1750,2019,1
Hard,2nd Round,Cornet A.,Zhu L.,64,131,905,475,2019,1
Hard,2nd Round,Siniakova K.,Potapova A.,38,76,1375,817,2019,1
Hard,2nd Round,Muchova K.,Ahn K.,47,152,1139,412,2019,1
Hard,2nd Round,Wang Q.,Ferro F.,18,72,2593,827,2019,1
Hard,2nd Round,Blinkova A.,Buzarnescu M.,93,136,664,457,2019,1
Hard,Quarterfinals,Siniakova K.,Pera B.,38,69,1375,869,2019,1
Hard,Quarterfinals,Giorgi C.,Cornet A.,58,64,1004,905,2019,1
Hard,Quarterfinals,Wang Q.,Blinkova A.,18,93,2593,664,2019,1
Hard,Semifinals,Linette M.,Siniakova K.,80,38,768,1375,2019,1
Hard,Semifinals,Giorgi C.,Wang Q.,58,18,1004,2593,2019,1
Hard,The Final,Linette M.,Giorgi C.,80,58,768,1004,2019,1
Hard,1st Round,Jabeur O.,Garcia C.,62,27,955,1831,2019,1
Hard,1st Round,Peterson R.,Puig M.,71,59,865,1000,2019,1
Hard,1st Round,Bogdan A.,Dart H.,152,139,403,447,2019,1
Hard,1st Round,Sevastova A.,Bouchard E.,11,119,3167,519,2019,1
Hard,1st Round,Konta J.,Kasatkina D.,16,42,2695,1330,2019,1
Hard,1st Round,Barty A.,Diyas Z.,2,80,6501,760,2019,1
Hard,1st Round,Mladenovic K.,Kerber A.,54,14,1050,2870,2019,1
Hard,1st Round,Alexandrova E.,Stosur S.,43,136,1273,456,2019,1
Hard,1st Round,Davis L.,Larsson J.,73,171,859,353,2019,1
Hard,1st Round,Ferro F.,Gavrilova D.,74,95,857,646,2019,1
Hard,1st Round,Yastremska D.,Niculescu M.,32,105,1679,588,2019,1
Hard,1st Round,Hsieh S.W.,Cepelova J.,28,153,1830,401,2019,1
Hard,1st Round,Sasnovich A.,Brady J.,46,67,1131,901,2019,1
Hard,1st Round,Van Uytvanck A.,Kuzmova V.,68,55,895,1045,2019,1
Hard,1st Round,Muchova K.,Rybakina E.,44,69,1199,886,2019,1
Hard,1st Round,Swiatek I.,Jorovic I.,49,93,1101,663,2019,1
Hard,1st Round,Williams V.,Zheng S.,52,38,1072,1390,2019,1
Hard,1st Round,Peng S.,Lepchenko V.,167,118,359,521,2019,1
Hard,1st Round,Sakkari M.,Giorgi C.,29,48,1800,1104,2019,1
Hard,1st Round,Svitolina E.,Osuigwe W.,5,109,4492,562,2019,1
Hard,1st Round,Siegemund L.,Frech M.,90,221,675,259,2019,1
Hard,1st Round,Kenin S.,Vandeweghe C.,20,469,2460,79,2019,1
Hard,1st Round,Zhu L.,Wang Xin.,122,192,510,311,2019,1
Hard,1st Round,Mcnally C.,Bacsinszky T.,121,89,513,694,2019,1
Hard,1st Round,Williams S.,Sharapova M.,8,87,3935,696,2019,1
Hard,1st Round,Wang Q.,Dolehide C.,18,214,2646,266,2019,1
Hard,1st Round,Keys M.,Doi M.,9,108,3267,563,2019,1
Hard,1st Round,Di Lorenzo F.,Kudermetova V.,125,51,492,1074,2019,1
Hard,1st Round,Ostapenko J.,Krunic A.,77,97,820,635,2019,1
Hard,1st Round,Cornet A.,Pegula J.,64,58,935,1010,2019,1
Hard,1st Round,Goerges J.,Vikhlyantseva N.,30,98,1785,630,2019,1
Hard,1st Round,Petkovic A.,Buzarnescu M.,88,129,695,486,2019,1
Hard,1st Round,Kvitova P.,Allertova D.,6,280,4386,196,2019,1
Hard,1st Round,Riske A.,Muguruza G.,36,25,1507,1920,2019,1
Hard,1st Round,Osaka N.,Blinkova A.,1,84,6606,706,2019,1
Hard,1st Round,Linette M.,Sharma A.,53,1876,1053,1,2019,1
Hard,1st Round,Bertens K.,Badosa P.,7,91,4325,670,2019,1
Hard,1st Round,Flipkens K.,Wang Xiy.,110,131,552,479,2019,1
Hard,1st Round,Kanepi K.,Maria T.,82,79,734,796,2019,1
Hard,1st Round,Collins D.,Hercog P.,35,57,1508,1029,2019,1
Hard,1st Round,Pavlyuchenkova A.,Parmentier P.,45,81,1180,750,2019,1
Hard,1st Round,Kontaveit A.,Sorribes Tormo S.,21,83,2380,730,2019,1
Hard,1st Round,Townsend T.,Kozlova K.,116,76,530,821,2019,1
Hard,1st Round,Halep S.,Gibbs N.,4,135,4743,459,2019,1
Hard,1st Round,Wozniacki C.,Wang Yaf.,19,50,2537,1080,2019,1
Hard,1st Round,Tomljanovic A.,Bouzkova M.,47,56,1105,1035,2019,1
Hard,1st Round,Mertens E.,Teichmann J.,26,60,1920,990,2019,1
Hard,1st Round,Babos T.,Suarez Navarro C.,112,33,543,1562,2019,1
Hard,1st Round,Ahn K.,Kuznetsova S.,141,63,440,936,2019,1
Hard,1st Round,Cirstea S.,Siniakova K.,106,37,573,1460,2019,1
Hard,1st Round,Pliskova Kr.,Parry D.,86,334,698,150,2019,1
Hard,1st Round,Bolsova A.,Strycova B.,100,31,612,1750,2019,1
Hard,1st Round,Vekic D.,Hogenkamp R.,23,207,2000,277,2019,1
Hard,1st Round,Sabalenka A.,Azarenka V.,13,41,2955,1335,2019,1
Hard,1st Round,Kalinskaya A.,Stephens S.,127,10,488,3189,2019,1
Hard,2nd Round,Pliskova Ka.,Bolkvadze M.,3,202,6315,293,2019,1
Hard,2nd Round,Svitolina E.,Williams V.,5,52,4492,1072,2019,1
Hard,2nd Round,Keys M.,Zhu L.,9,122,3267,510,2019,1
Hard,2nd Round,Barty A.,Davis L.,2,73,6501,859,2019,1
Hard,2nd Round,Williams S.,Mcnally C.,8,121,3935,513,2019,1
Hard,2nd Round,Jabeur O.,Sasnovich A.,62,46,955,1131,2019,1
Hard,2nd Round,Kenin S.,Siegemund L.,20,90,2460,675,2019,1
Hard,2nd Round,Martic P.,Bogdan A.,22,152,2067,403,2019,1
Hard,2nd Round,Ferro F.,Mladenovic K.,74,54,857,1050,2019,1
Hard,2nd Round,Muchova K.,Hsieh S.W.,44,28,1199,1830,2019,1
Hard,2nd Round,Yastremska D.,Peterson R.,32,71,1679,865,2019,1
Hard,2nd Round,Petkovic A.,Kvitova P.,88,6,695,4386,2019,1
Hard,2nd Round,Sakkari M.,Peng S.,29,167,1800,359,2019,1
Hard,2nd Round,Sevastova A.,Swiatek I.,11,49,3167,1101,2019,1
Hard,2nd Round,Wang Q.,Van Uytvanck A.,18,68,2646,895,2019,1
Hard,2nd Round,Osaka N.,Linette M.,1,53,6606,1053,2019,1
Hard,2nd Round,Kontaveit A.,Tomljanovic A.,21,47,2380,1105,2019,1
Hard,2nd Round,Konta J.,Gasparyan M.,16,61,2695,969,2019,1
Hard,2nd Round,Zhang S.,Alexandrova E.,34,43,1535,1273,2019,1
Hard,2nd Round,Mertens E.,Pliskova Kr.,26,86,1920,698,2019,1
Hard,2nd Round,Cirstea S.,Bolsova A.,106,100,573,612,2019,1
Hard,2nd Round,Putintseva Y.,Sabalenka A.,39,13,1355,2955,2019,1
Hard,2nd Round,Townsend T.,Halep S.,116,4,530,4743,2019,1
Hard,2nd Round,Bencic B.,Cornet A.,12,64,2968,935,2019,1
Hard,2nd Round,Ostapenko J.,Riske A.,77,36,820,1507,2019,1
Hard,2nd Round,Bertens K.,Pavlyuchenkova A.,7,45,4325,1180,2019,1
Hard,2nd Round,Goerges J.,Di Lorenzo F.,30,125,1785,492,2019,1
Hard,2nd Round,Ahn K.,Kalinskaya A.,141,127,440,488,2019,1
Hard,2nd Round,Vekic D.,Kanepi K.,23,82,2000,734,2019,1
Hard,2nd Round,Gauff C.,Babos T.,140,112,446,543,2019,1
Hard,2nd Round,Wozniacki C.,Collins D.,19,35,2537,1508,2019,1
Hard,3rd Round,Pliskova Ka.,Jabeur O.,3,62,6315,955,2019,1
Hard,3rd Round,Martic P.,Sevastova A.,22,11,2067,3167,2019,1
Hard,3rd Round,Barty A.,Sakkari M.,2,29,6501,1800,2019,1
Hard,3rd Round,Williams S.,Muchova K.,8,44,3935,1199,2019,1
Hard,3rd Round,Konta J.,Zhang S.,16,34,2695,1535,2019,1
Hard,3rd Round,Wang Q.,Ferro F.,18,74,2646,857,2019,1
Hard,3rd Round,Keys M.,Kenin S.,9,20,3267,2460,2019,1
Hard,3rd Round,Bencic B.,Kontaveit A.,12,21,2968,2380,2019,1
Hard,3rd Round,Townsend T.,Cirstea S.,116,106,530,573,2019,1
Hard,3rd Round,Mertens E.,Petkovic A.,26,88,1920,695,2019,1
Hard,3rd Round,Andreescu B.,Wozniacki C.,15,19,2837,2537,2019,1
Hard,3rd Round,Ahn K.,Ostapenko J.,141,77,440,820,2019,1
Hard,3rd Round,Vekic D.,Putintseva Y.,23,39,2000,1355,2019,1
Hard,3rd Round,Osaka N.,Gauff C.,1,140,6606,446,2019,1
Hard,4th Round,Konta J.,Pliskova Ka.,16,3,2695,6315,2019,1
Hard,4th Round,Williams S.,Martic P.,8,22,3935,2067,2019,1
Hard,4th Round,Svitolina E.,Keys M.,5,9,4492,3267,2019,1
Hard,4th Round,Vekic D.,Goerges J.,23,30,2000,1785,2019,1
Hard,4th Round,Bencic B.,Osaka N.,12,1,2968,6606,2019,1
Hard,4th Round,Mertens E.,Ahn K.,26,141,1920,440,2019,1
Hard,4th Round,Andreescu B.,Townsend T.,15,116,2837,530,2019,1
Hard,Quarterfinals,Svitolina E.,Konta J.,5,16,4492,2695,2019,1
Hard,Quarterfinals,Williams S.,Wang Q.,8,18,3935,2646,2019,1
Hard,Quarterfinals,Bencic B.,Vekic D.,12,23,2968,2000,2019,1
Hard,Quarterfinals,Andreescu B.,Mertens E.,15,26,2837,1920,2019,1
Hard,Semifinals,Williams S.,Svitolina E.,8,5,3935,4492,2019,1
Hard,Semifinals,Andreescu B.,Bencic B.,15,12,2837,2968,2019,1
Hard,The Final,Andreescu B.,Williams S.,15,8,2837,3935,2019,1
Hard,1st Round,Hon P.,Kawa K.,123,129,508,480,2019,1
Hard,1st Round,Diyas Z.,Kovinic D.,80,116,760,549,2019,1
Hard,1st Round,Flipkens K.,Samsonova L.,114,131,552,474,2019,1
Hard,1st Round,Kudermetova V.,Lepchenko V.,48,121,1064,517,2019,1
Hard,1st Round,Van Uytvanck A.,Bonaventure Y.,63,118,955,523,2019,1
Hard,1st Round,Hibino N.,Fernandez L. A.,146,236,434,250,2019,1
Hard,1st Round,Mchale C.,Minnen G.,101,120,606,518,2019,1
Hard,1st Round,Buzarnescu M.,Tomova V.,125,184,496,328,2019,1
Hard,1st Round,Flink V.,Kucova K.,153,147,410,432,2019,1
Hard,1st Round,Hives Z.,Potapova A.,163,72,378,844,2019,1
Hard,1st Round,Siegemund L.,Savinykh V.,84,170,735,362,2019,1
Hard,1st Round,Tig P.M.,Shimizu A.,140,251,456,237,2019,1
Hard,1st Round,Sorribes Tormo S.,Cirstea S.,85,95,730,633,2019,1
Hard,1st Round,Nara K.,Maria T.,182,86,332,708,2019,1
Hard,2nd Round,Hibino N.,Diyas Z.,146,80,434,760,2019,1
Hard,2nd Round,Siegemund L.,Tig P.M.,84,140,735,456,2019,1
Hard,2nd Round,Buzarnescu M.,Nara K.,125,182,496,332,2019,1
Hard,2nd Round,Van Uytvanck A.,Flipkens K.,63,114,955,552,2019,1
Hard,2nd Round,Doi M.,Hives Z.,107,163,571,378,2019,1
Hard,Quarterfinals,Hibino N.,Hsieh S.W.,146,29,434,1830,2019,1
Hard,Quarterfinals,Doi M.,Sorribes Tormo S.,107,85,571,730,2019,1
Hard,Quarterfinals,Buzarnescu M.,Van Uytvanck A.,125,63,496,955,2019,1
Hard,Quarterfinals,Kudermetova V.,Siegemund L.,48,84,1064,735,2019,1
Hard,Semifinals,Hibino N.,Buzarnescu M.,146,125,434,496,2019,1
Hard,Semifinals,Doi M.,Kudermetova V.,107,48,571,1064,2019,1
Hard,The Final,Hibino N.,Doi M.,146,107,434,571,2019,1
Hard,1st Round,Arruabarrena L.,Niculescu M.,177,103,348,588,2019,1
Hard,1st Round,Golubic V.,Cristian J.,76,213,817,279,2019,1
Hard,1st Round,Peterson R.,Xun F.Y.,78,238,805,246,2019,1
Hard,1st Round,Linette M.,Olmos G.,45,373,1113,121,2019,1
Hard,1st Round,Kozlova K.,Arn G.,74,369,821,122,2019,1
Hard,1st Round,Liu F.,Danilina A.,263,402,222,107,2019,1
Hard,1st Round,Wang X.,Gao X.,176,496,350,71,2019,1
Hard,1st Round,Zhu L.,Plipuech P.,115,324,550,158,2019,1
Hard,1st Round,Stojanovic N.,Wang Yaf.,134,55,468,1020,2019,1
Hard,1st Round,Stosur S.,Rodionova Ar.,139,224,456,257,2019,1
Hard,1st Round,Fett J.,Zavatska K.,326,137,156,460,2019,1
Hard,1st Round,Peng S.,Badosa P.,132,88,469,680,2019,1
Hard,1st Round,Rybakina E.,Raina A.,69,192,906,316,2019,1
Hard,1st Round,Pliskova Kr.,Voegele S.,81,117,758,523,2019,1
Hard,1st Round,Zhang S.,Krunic A.,32,122,1655,515,2019,1
Hard,2nd Round,Linette M.,Liu F.,45,263,1113,222,2019,1
Hard,2nd Round,Golubic V.,Arruabarrena L.,76,177,817,348,2019,1
Hard,2nd Round,Peterson R.,Fett J.,78,326,805,156,2019,1
Hard,2nd Round,Kozlova K.,Jakupovic D.,74,154,821,405,2019,1
Hard,2nd Round,Rybakina E.,Wang X.,69,176,906,350,2019,1
Hard,2nd Round,Stojanovic N.,Stosur S.,134,139,468,456,2019,1
Hard,2nd Round,Zhu L.,Zhang S.,115,32,550,1655,2019,1
Hard,2nd Round,Peng S.,Pliskova Kr.,132,81,469,758,2019,1
Hard,Quarterfinals,Stojanovic N.,Kozlova K.,134,74,468,821,2019,1
Hard,Quarterfinals,Peng S.,Zhu L.,132,115,469,550,2019,1
Hard,Quarterfinals,Rybakina E.,Golubic V.,69,76,906,817,2019,1
Hard,Semifinals,Peterson R.,Stojanovic N.,78,134,805,468,2019,1
Hard,Semifinals,Rybakina E.,Peng S.,69,132,906,469,2019,1
Hard,The Final,Peterson R.,Rybakina E.,78,69,805,906,2019,1
Hard,1st Round,Martic P.,Paolini J.,23,124,2138,501,2019,1
Hard,1st Round,Kenin S.,Paquet C.,20,157,2460,389,2019,1
Hard,1st Round,Garcia C.,Martincova T.,31,133,1711,469,2019,1
Hard,1st Round,Putintseva Y.,Zidansek T.,36,67,1475,910,2019,1
Hard,1st Round,Cornet A.,Lu Jia-Jing,59,185,995,326,2019,1
Hard,1st Round,Mladenovic K.,Duan Y.Y.,49,323,1050,158,2019,1
Hard,1st Round,Ferro F.,Yang Z.,61,638,967,41,2019,1
Hard,1st Round,Hercog P.,Wang M.,53,650,1029,40,2019,1
Hard,1st Round,Tomljanovic A.,Pattinama Kerkhove L.,46,168,1105,367,2019,1
Hard,1st Round,Ostapenko J.,You X.,75,246,820,242,2019,1
Hard,1st Round,Riske A.,Kerber A.,34,15,1567,2750,2019,1
Hard,2nd Round,Martic P.,Ferro F.,23,61,2138,967,2019,1
Hard,2nd Round,Kenin S.,Cornet A.,20,59,2460,995,2019,1
Hard,2nd Round,Mladenovic K.,Garcia C.,49,31,1050,1711,2019,1
Hard,2nd Round,Tomljanovic A.,Bertens K.,46,8,1105,4325,2019,1
Hard,2nd Round,Pliskova Ka.,Hercog P.,2,53,6125,1029,2019,1
Hard,2nd Round,Zheng S.,Riske A.,38,34,1340,1567,2019,1
Hard,2nd Round,Sabalenka A.,Ostapenko J.,13,75,2785,820,2019,1
Hard,2nd Round,Svitolina E.,Putintseva Y.,3,36,5032,1475,2019,1
Hard,Quarterfinals,Pliskova Ka.,Kenin S.,2,20,6125,2460,2019,1
Hard,Quarterfinals,Tomljanovic A.,Zheng S.,46,38,1105,1340,2019,1
Hard,Quarterfinals,Martic P.,Sabalenka A.,23,13,2138,2785,2019,1
Hard,Quarterfinals,Mladenovic K.,Svitolina E.,49,3,1050,5032,2019,1
Hard,Semifinals,Martic P.,Mladenovic K.,23,49,2138,1050,2019,1
Hard,The Final,Pliskova Ka.,Martic P.,2,23,6125,2138,2019,1
Hard,1st Round,Krunic A.,Sasnovich A.,123,50,515,1071,2019,1
Hard,1st Round,Pera B.,Jabeur O.,71,55,856,1035,2019,1
Hard,1st Round,Golubic V.,Wang Xiy.,73,140,847,459,2019,1
Hard,1st Round,Bouzkova M.,Xun F.Y.,63,243,970,246,2019,1
Hard,1st Round,Stosur S.,Martincova T.,129,138,485,461,2019,1
Hard,1st Round,Blinkova A.,Sorribes Tormo S.,76,82,837,760,2019,1
Hard,1st Round,Zavatska K.,Ferro F.,139,61,460,1004,2019,1
Hard,1st Round,Siniakova K.,Rybakina E.,38,49,1340,1078,2019,1
Hard,1st Round,Kenin S.,Siegemund L.,20,79,2450,780,2019,1
Hard,1st Round,Petkovic A.,Pattinama Kerkhove L.,77,158,815,390,2019,1
Hard,1st Round,Paolini J.,Zidansek T.,126,67,501,910,2019,1
Hard,1st Round,Svitolina E.,Jakupovic D.,3,151,5131,423,2019,1
Hard,1st Round,Peng S.,Wang Q.,109,12,579,2893,2019,1
Hard,1st Round,Stojanovic N.,Frech M.,110,197,577,301,2019,1
Hard,1st Round,Zhang S.,Kozlova K.,34,72,1575,851,2019,1
Hard,2nd Round,Kenin S.,Zavatska K.,20,139,2450,460,2019,1
Hard,2nd Round,Stosur S.,Pera B.,129,71,485,856,2019,1
Hard,2nd Round,Paolini J.,Zheng S.,126,37,501,1380,2019,1
Hard,2nd Round,Golubic V.,Siniakova K.,73,38,847,1340,2019,1
Hard,2nd Round,Stojanovic N.,Peng S.,110,109,577,579,2019,1
Hard,2nd Round,Zhang S.,Petkovic A.,34,77,1575,815,2019,1
Hard,2nd Round,Bouzkova M.,Svitolina E.,63,3,970,5131,2019,1
Hard,2nd Round,Blinkova A.,Krunic A.,76,123,837,515,2019,1
Hard,Quarterfinals,Stosur S.,Stojanovic N.,129,110,485,577,2019,1
Hard,Quarterfinals,Golubic V.,Zhang S.,73,34,847,1575,2019,1
Hard,Quarterfinals,Kenin S.,Paolini J.,20,126,2450,501,2019,1
Hard,Semifinals,Stosur S.,Golubic V.,129,73,485,847,2019,1
Hard,Semifinals,Kenin S.,Blinkova A.,20,76,2450,837,2019,1
Hard,The Final,Kenin S.,Stosur S.,20,129,2450,485,2019,1
Hard,1st Round,Mertens E.,Osuigwe W.,24,115,2110,562,2019,1
Hard,1st Round,Gibbs N.,Riske A.,137,32,463,1620,2019,1
Hard,1st Round,Giorgi C.,Han X.,54,178,1044,347,2019,1
Hard,1st Round,Tomova V.,Cornet A.,181,57,344,1020,2019,1
Hard,1st Round,Diyas Z.,Puig M.,85,69,730,893,2019,1
Hard,1st Round,Pavlyuchenkova A.,Yastremska D.,41,28,1240,1795,2019,1
Hard,1st Round,Keys M.,Kasatkina D.,16,40,2727,1270,2019,1
Hard,1st Round,Flink V.,Hibino N.,149,87,426,684,2019,1
Hard,1st Round,Putintseva Y.,Kawa K.,36,130,1500,480,2019,1
Hard,1st Round,Vekic D.,Garcia C.,21,30,2420,1711,2019,1
Hard,1st Round,Doi M.,Mladenovic K.,83,44,750,1180,2019,1
Hard,2nd Round,Keys M.,Diyas Z.,16,85,2727,730,2019,1
Hard,2nd Round,Mertens E.,Hsieh S.W.,24,33,2110,1610,2019,1
Hard,2nd Round,Osaka N.,Tomova V.,4,181,4846,344,2019,1
Hard,2nd Round,Giorgi C.,Stephens S.,54,14,1044,2769,2019,1
Hard,2nd Round,Doi M.,Vekic D.,83,21,750,2420,2019,1
Hard,2nd Round,Pavlyuchenkova A.,Bertens K.,41,8,1240,4325,2019,1
Hard,Quarterfinals,Kerber A.,Keys M.,15,16,2750,2727,2019,1
Hard,Quarterfinals,Mertens E.,Giorgi C.,24,54,2110,1044,2019,1
Hard,Quarterfinals,Osaka N.,Putintseva Y.,4,36,4846,1500,2019,1
Hard,Quarterfinals,Pavlyuchenkova A.,Doi M.,41,83,1240,750,2019,1
Hard,Semifinals,Osaka N.,Mertens E.,4,24,4846,2110,2019,1
Hard,Semifinals,Pavlyuchenkova A.,Kerber A.,41,15,1240,2750,2019,1
Hard,The Final,Osaka N.,Pavlyuchenkova A.,4,41,4846,1240,2019,1
Hard,1st Round,Gasparyan M.,Maria T.,56,86,1029,708,2019,1
Hard,1st Round,Alexandrova E.,Minnen G.,39,122,1333,518,2019,1
Hard,1st Round,Linette M.,Begu I.,48,98,1113,616,2019,1
Hard,1st Round,Wang Yaf.,Lao D.,58,184,1020,331,2019,1
Hard,1st Round,Pliskova Kr.,Choi J-H.,81,710,768,32,2019,1
Hard,1st Round,Bonaventure Y.,Pegula J.,125,78,503,812,2019,1
Hard,1st Round,Ahn K.,Bacsinszky T.,93,94,641,639,2019,1
Hard,1st Round,Bogdan A.,Hercog P.,143,51,443,1064,2019,1
